@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1979,'2019/09/24 11:31:19:633',21,-14011588,-9144711,-2036495,-4335384,-6636082,-8939092,-12958389,-13223621,-12562335,-13550010,-13680815,-7494725,-1051916,-459266,-7294265,-8545360,-13288125,-13224135,-12169895,-12895427,-13679009,-4272415,-1,-393474,-7095601,-8742999,-13814727,-13552844,-13223103,-15067885,-13875870,-4009501,-9670534,-11776686,-13616831,-13883092,-14935525,-14474718,-15330541,-16119543,-14401962,-13217948,-15332341,-13626868,-15923193,-15726071,-16054521,-16054265,-16054265,-15987958,-13808791,-5918016,-14212569,-12574950,-15594227,-15003889,-15528948,-15330800,-15003893,-15331314,-13414033,-1380108,-722181,-5253669,-9861222,-11048068,-15395561,-15461099,-13752543,-14739952,-13221040,-2172204,-65537,-3280650,-8806475,-10058345,-15790320,-16711420,-15396077,-13688297,-11907243,-328969,-2035979,-6831661,-9661529,-10388855,-16119285,-16777212,-16777214,-16054008,-10459545,-1380367,-4138522,-5775126,-9856598,-10979452,-16185079,-16777213,-16777214,-16777213,4
1980,'2019/09/24 11:31:19:667',21,-14011844,-9079431,-2036751,-4400919,-6635826,-8873557,-12958390,-13158084,-12496799,-13550267,-13615279,-7494724,-986380,-459266,-7359801,-8545617,-13288126,-13224391,-12169639,-12895427,-13679009,-4272415,-1,-393217,-7095601,-8742999,-13880264,-13618379,-13223360,-15068142,-13875617,-4075294,-9802120,-11842479,-13616831,-13883091,-14935525,-14474718,-15396077,-16185079,-14401962,-13283997,-15266548,-13692404,-15923450,-15791607,-16120057,-16119801,-16054265,-15987958,-13874327,-6049602,-14278106,-12574950,-15659763,-15069426,-15528948,-15331055,-14938356,-15331315,-13414287,-1314572,-722181,-5319205,-9795686,-11048068,-15461097,-15461098,-13752798,-14739952,-13221039,-2106410,-65537,-3280650,-8740939,-10058599,-15855856,-16711163,-15330541,-13688553,-11906987,-328969,-2035979,-6766124,-9596250,-10388855,-16119285,-16776956,-16777214,-16054007,-10459544,-1380367,-4138522,-5775126,-9922134,-10979452,-16185079,-16777213,-16777214,-16777213,4
1981,'2019/09/24 11:31:19:702',21,-14011844,-9079431,-2036751,-4400919,-6635826,-8873557,-12958390,-13158084,-12496799,-13550267,-13615279,-7494724,-986380,-459266,-7359801,-8545617,-13288126,-13224391,-12169639,-12895427,-13679009,-4272415,-1,-393217,-7095601,-8742999,-13880264,-13618379,-13223360,-15068142,-13875617,-4075294,-9802120,-11842479,-13616831,-13883091,-14935525,-14474718,-15396077,-16185079,-14401962,-13283997,-15266548,-13692404,-15923450,-15791607,-16120057,-16119801,-16054265,-15987958,-13874327,-6049602,-14278106,-12574950,-15659763,-15069426,-15528948,-15331055,-14938356,-15331315,-13414287,-1314572,-722181,-5319205,-9795686,-11048068,-15461097,-15461098,-13752798,-14739952,-13221039,-2106410,-65537,-3280650,-8740939,-10058599,-15855856,-16711163,-15330541,-13688553,-11906987,-328969,-2035979,-6766124,-9596250,-10388855,-16119285,-16776956,-16777214,-16054007,-10459544,-1380367,-4138522,-5775126,-9922134,-10979452,-16185079,-16777213,-16777214,-16777213,4
1982,'2019/09/24 11:31:19:733',21,-13880260,-9013125,-2102287,-4335127,-6767154,-8873557,-13024438,-13223621,-12496543,-13484987,-13615278,-7363396,-986380,-459522,-7360057,-8545617,-13419454,-13224135,-12169639,-12961220,-13744289,-4141086,-1,-458753,-7161393,-8743254,-13880521,-13552844,-13354688,-15133678,-13875615,-4141087,-10131086,-11974065,-13682881,-13948628,-14935525,-14474718,-15396334,-16119543,-14401961,-13415842,-15135477,-13757941,-15857657,-15726071,-16120057,-16119801,-16054265,-15987958,-13874071,-6312775,-14147034,-12705767,-15593971,-15069426,-15528948,-15265519,-14938356,-15331059,-13348240,-1248779,-656645,-5319206,-9927013,-10982532,-15461354,-15395562,-13752799,-14674160,-13155247,-2040618,-65537,-3346443,-8741196,-10124136,-15921649,-16711420,-15264748,-13623018,-11710122,-328712,-2035979,-6831917,-9661529,-10389113,-16119541,-16777213,-16777214,-15988215,-10262423,-1446159,-4072985,-5906198,-9856599,-11045245,-16185079,-16777213,-16777214,-16777212,4
1983,'2019/09/24 11:31:19:770',21,-13945795,-9078916,-2102287,-4335383,-6701618,-8939091,-13024182,-13223620,-12496799,-13550266,-13615022,-7363395,-986380,-459522,-7425593,-8545617,-13353918,-13224135,-12169638,-12895940,-13613216,-4140831,-1,-458754,-7095857,-8808535,-13880520,-13552843,-13289153,-15199215,-13875615,-4206880,-10262671,-12039858,-13748674,-13883348,-14935524,-14474717,-15461870,-16185079,-14401706,-13547428,-15135476,-13823476,-15857658,-15791607,-16120058,-16054265,-16054265,-15987958,-13808535,-6444361,-14081241,-12706022,-15593970,-15003889,-15594484,-15265263,-14938356,-15331059,-13348495,-1248779,-656645,-5319205,-9927014,-10982531,-15461098,-15461098,-13752800,-14739697,-13220784,-2040361,-65537,-3346443,-8740939,-10189417,-15921649,-16711420,-15264748,-13754091,-11775658,-328712,-2035979,-6897197,-9595993,-10389113,-16184821,-16777212,-16777214,-15988471,-10327957,-1511695,-4138266,-5906198,-9856599,-11110525,-16185079,-16777213,-16777214,-16777212,4
1984,'2019/09/24 11:31:19:802',21,-13946051,-9079173,-2102031,-4269591,-6767154,-8939092,-13024182,-13223621,-12562079,-13615547,-13615278,-7428932,-1051916,-459522,-7294521,-8545361,-13288381,-13289927,-12169638,-12830148,-13744289,-4141086,-1,-458754,-7095857,-8742999,-13880519,-13618379,-13354689,-15133679,-13875616,-4272673,-10328721,-12040115,-13748674,-13948885,-14935268,-14474718,-15461871,-16185079,-14401962,-13613478,-15069941,-13758197,-15792122,-15791607,-16120058,-16054265,-16054264,-15987958,-13808791,-6510411,-14015704,-12771559,-15593970,-15003889,-15528948,-15265263,-14872820,-15331058,-13479567,-1248779,-656645,-5253413,-9927013,-11047810,-15461097,-15461098,-13752800,-14674160,-13220783,-2040361,-65537,-3346187,-8806474,-10123880,-15855856,-16711164,-15264493,-13688554,-11775914,-328712,-1970443,-6831917,-9661785,-10389112,-16119285,-16777212,-16777214,-15922680,-10328215,-1446159,-4138522,-5840662,-9856854,-11044989,-16185079,-16777214,-16777214,-16777213,4
1985,'2019/09/24 11:31:19:838',21,-13946051,-9079173,-2102031,-4269591,-6767154,-8939092,-13024182,-13223621,-12562079,-13615547,-13615278,-7428932,-1051916,-459522,-7294521,-8545361,-13288381,-13289927,-12169638,-12830148,-13744289,-4141086,-1,-458754,-7095857,-8742999,-13880519,-13618379,-13354689,-15133679,-13875616,-4272673,-10328721,-12040115,-13748674,-13948885,-14935268,-14474718,-15461871,-16185079,-14401962,-13613478,-15069941,-13758197,-15792122,-15791607,-16120058,-16054265,-16054264,-15987958,-13808791,-6510411,-14015704,-12771559,-15593970,-15003889,-15528948,-15265263,-14872820,-15331058,-13479567,-1248779,-656645,-5253413,-9927013,-11047810,-15461097,-15461098,-13752800,-14674160,-13220783,-2040361,-65537,-3346187,-8806474,-10123880,-15855856,-16711164,-15264493,-13688554,-11775914,-328712,-1970443,-6831917,-9661785,-10389112,-16119285,-16777212,-16777214,-15922680,-10328215,-1446159,-4138522,-5840662,-9856854,-11044989,-16185079,-16777214,-16777214,-16777213,4
1986,'2019/09/24 11:31:19:872',21,-13946309,-9144710,-2036495,-4400664,-6701362,-8939092,-13024181,-13223621,-12496544,-13550009,-13680816,-7429189,-986380,-459266,-7294264,-8545361,-13353661,-13224391,-12104103,-12895683,-13679010,-4272415,-1,-459010,-7095856,-8742999,-13880519,-13552843,-13354946,-15133935,-13941153,-4535843,-10460564,-12171445,-13748932,-13883350,-14869732,-14474974,-15462127,-16185079,-14401963,-13745321,-15004148,-13889270,-15726585,-15791607,-16120058,-16054265,-16054265,-15987958,-13939864,-6904655,-13949912,-12837095,-15528178,-15003889,-15594484,-15265262,-14872820,-15331058,-13479568,-1380108,-656644,-5253412,-9861222,-10982018,-15395305,-15395562,-13752800,-14739696,-13221039,-2106410,-65537,-3280650,-8806475,-10189416,-15790320,-16711420,-15198956,-13754091,-11841451,-328969,-2035979,-6831660,-9661529,-10323576,-16119285,-16776957,-16777214,-15922679,-10394008,-1380623,-4138522,-5775125,-9856853,-11044988,-16185079,-16777213,-16777213,-16777213,4
1987,'2019/09/24 11:31:19:904',21,-13880517,-9079174,-2102287,-4335384,-6701618,-8939093,-13024181,-13158085,-12496544,-13484731,-13680560,-7428933,-986380,-459522,-7294521,-8545617,-13353918,-13224390,-12104359,-12895686,-13679009,-4206623,-1,-458753,-7095857,-8742999,-13814984,-13552843,-13289667,-15133936,-13875617,-4601380,-10591894,-12171701,-13814724,-13949142,-14935268,-14474718,-15462127,-16185079,-14532779,-13745580,-15004148,-13823734,-15792122,-15791607,-16120057,-16119801,-16054264,-15987958,-13874328,-6970704,-13884376,-12902631,-15528178,-15003889,-15594484,-15199726,-14872821,-15331058,-13348497,-1314316,-656644,-5253412,-9861477,-10982018,-15461097,-15395562,-13752800,-14674161,-13220783,-2106153,-65537,-3346187,-8741195,-10123880,-15855856,-16711420,-15198956,-13754090,-11775914,-328969,-1970443,-6831661,-9530714,-10323576,-16119285,-16776956,-16777214,-15922678,-10328217,-1446159,-4138522,-5840662,-9856598,-11045245,-16185079,-16777213,-16777214,-16777212,4
1988,'2019/09/24 11:31:19:936',21,-13945796,-9013381,-2102287,-4335128,-6767155,-8939092,-13024182,-13223620,-12431007,-13484732,-13680814,-7428932,-986380,-459522,-7360057,-8480080,-13353918,-13224135,-12104102,-12895941,-13613473,-4206623,-1,-458754,-7095857,-8808534,-13880520,-13552843,-13354947,-15199471,-13941152,-4601637,-10723479,-12171958,-13814981,-13949142,-14935269,-14474974,-15462127,-16185079,-14401963,-13745837,-14938612,-13889269,-15792121,-15791607,-16120057,-16119801,-16054265,-15987958,-13808792,-7036754,-13884377,-12837094,-15528178,-14938353,-15594484,-15199727,-14872820,-15331058,-13414031,-1248779,-656645,-5318949,-9992293,-10916994,-15461098,-15461098,-13752800,-14674160,-13220784,-2040618,-65537,-3280907,-8740939,-10124136,-15921649,-16711420,-15198956,-13754090,-11841450,-328968,-2035979,-6831917,-9530714,-10389113,-16184821,-16777213,-16777214,-15922679,-10262680,-1446159,-4138522,-5840918,-9922134,-11045245,-16185079,-16777213,-16777214,-16777213,4
1989,'2019/09/24 11:31:19:968',21,-13880515,-9013381,-2102287,-4335128,-6767155,-8873557,-12958902,-13223364,-12496544,-13550267,-13615279,-7363396,-986380,-459522,-7360057,-8545617,-13353918,-13224135,-12169638,-12895941,-13613473,-4141086,-1,-458753,-7095858,-8743255,-13880520,-13552843,-13355203,-15199472,-13941152,-4601637,-10789272,-12237751,-13880518,-13949399,-14935269,-14474974,-15462127,-16185079,-14336426,-13942445,-15004405,-13889269,-15792122,-15791607,-16120058,-16054265,-16054265,-15987958,-13743257,-7036754,-13949913,-12902630,-15528178,-15069425,-15594484,-15265263,-14872820,-15331059,-13348495,-1248779,-656645,-5253669,-9861478,-10982274,-15461098,-15395562,-13818335,-14674416,-13155248,-2040617,-65537,-3346443,-8806476,-10124136,-15856113,-16711420,-15198956,-13688555,-11710378,-328968,-2035979,-6897453,-9661785,-10389113,-16119285,-16776957,-16777214,-15922679,-10327958,-1511695,-4138522,-5840919,-9922134,-11045246,-16185079,-16777213,-16777214,-16777213,4
1990,'2019/09/24 11:31:20:001',21,-13945796,-9078918,-2102287,-4400664,-6701619,-8873557,-13024181,-13223620,-12562079,-13484731,-13615023,-7428932,-986380,-459522,-7360057,-8545617,-13353918,-13224391,-12169639,-12895942,-13613473,-4141086,-1,-458754,-7161393,-8742999,-13814984,-13552843,-13354947,-15265007,-13875617,-4667173,-10855065,-12303287,-13880518,-14014936,-14935525,-14474974,-15462127,-16185079,-14401707,-13745838,-15069940,-13889013,-15792122,-15791607,-16120058,-16119801,-16119801,-15987958,-13808791,-6970961,-14015449,-12837095,-15593970,-15069170,-15594483,-15265006,-14938356,-15331058,-13414031,-1248779,-656645,-5253413,-9861477,-10982274,-15395561,-15395562,-13752799,-14674161,-13220783,-2040361,-65537,-3346187,-8806475,-10189672,-15855856,-16711420,-15264492,-13754089,-11775914,-328968,-2035979,-6897197,-9596250,-10389112,-16184821,-16776956,-16777214,-15922679,-10328215,-1446159,-4072987,-5840662,-9856598,-11045244,-16185079,-16777213,-16777214,-16777212,4
1991,'2019/09/24 11:31:20:035',21,-13945797,-9013638,-2102031,-4400664,-6701618,-8939092,-13023925,-13223621,-12496799,-13484475,-13615278,-7429188,-986380,-459522,-7360057,-8480081,-13353917,-13224136,-12104103,-12895941,-13679011,-4206623,-1,-458753,-7030321,-8808536,-13880263,-13552844,-13289410,-15265008,-13810337,-4667173,-10920602,-12303544,-13946311,-14080472,-14935525,-14474975,-15462127,-16185079,-14467498,-13811115,-15135477,-13757941,-15857658,-15726071,-16120313,-16119801,-16119801,-15987958,-13874328,-6905168,-14015449,-12836838,-15593713,-15003633,-15528948,-15265006,-14938357,-15331058,-13414287,-1314572,-590852,-5187620,-9861222,-10982274,-15395561,-15395562,-13752799,-14674160,-13220784,-2106410,-65537,-3280651,-8806476,-10123880,-15855856,-16711420,-15264492,-13753834,-11841451,-328968,-2035979,-6831661,-9596249,-10388855,-16119285,-16777213,-16777214,-15988215,-10393753,-1445903,-4072986,-5840662,-9856854,-11044989,-16185079,-16777214,-16777214,-16777212,4
1992,'2019/09/24 11:31:20:069',21,-13946052,-9144710,-2036751,-4400663,-6701618,-8939093,-13024181,-13223621,-12496544,-13550009,-13680816,-7363653,-1051916,-459522,-7294521,-8480081,-13353661,-13224135,-12169638,-12961476,-13679010,-4206879,-1,-458753,-7095857,-8742998,-13880264,-13552843,-13354946,-15265263,-13941153,-4667173,-10920858,-12434875,-14012104,-14080729,-14935525,-14474974,-15462127,-16185079,-14467498,-13745323,-15201012,-13823476,-15857658,-15726071,-16120057,-16054265,-16119801,-15987958,-13743511,-6839118,-14015447,-12705766,-15593713,-15003633,-15528691,-15199469,-14938356,-15396594,-13348752,-1314572,-525316,-5187363,-9926501,-10916739,-15395305,-15395562,-13752800,-14674161,-13220783,-2106411,-65537,-3280651,-8740940,-10189416,-15855856,-16711420,-15264748,-13688555,-11841452,-328969,-1970443,-6897197,-9661530,-10388855,-16119285,-16777213,-16777214,-15988471,-10394007,-1445903,-4072986,-5775126,-9856854,-11044989,-16185079,-16777213,-16777214,-16777212,4
1993,'2019/09/24 11:31:20:101',21,-13946052,-9079173,-2102031,-4335128,-6701618,-8873557,-13024182,-13223621,-12496799,-13550011,-13615278,-7429188,-1051916,-459522,-7360057,-8545617,-13288381,-13224391,-12169638,-12961478,-13613475,-4141343,-1,-459010,-7095857,-8742999,-13880519,-13552844,-13354947,-15265263,-13941153,-4601637,-11052188,-12500923,-14077897,-14080986,-15001318,-14540511,-15462127,-16185079,-14467243,-13679530,-15201269,-13692405,-15857914,-15726071,-16120314,-16054265,-16119801,-15987958,-13808792,-6707532,-14080725,-12705766,-15593713,-15069169,-15528691,-15199469,-14872820,-15331058,-13414032,-1314571,-459523,-5121570,-9795428,-10982017,-15395561,-15395562,-13752800,-14674160,-13220784,-2040617,-65537,-3280651,-8741196,-10189672,-15855857,-16711420,-15264748,-13688554,-11775916,-328969,-1970443,-6897197,-9596250,-10323576,-16119285,-16777212,-16777214,-15988472,-10328216,-1380623,-4072986,-5840663,-9856854,-11045244,-16185079,-16777214,-16777214,-16777213,4
1994,'2019/09/24 11:31:20:134',21,-13880515,-9013638,-2102287,-4335128,-6767154,-8873557,-13024438,-13223364,-12496544,-13484730,-13615278,-7363396,-986380,-459522,-7360057,-8545617,-13353918,-13224390,-12104103,-12961477,-13613474,-4141086,-1,-458754,-7096113,-8808536,-13880520,-13552843,-13420738,-15330544,-13941152,-4601380,-11118237,-12566973,-14143690,-14146779,-15066854,-14540511,-15462127,-16185079,-14467499,-13613737,-15266805,-13692404,-15857658,-15726071,-16120057,-16054265,-16119801,-15987958,-13808792,-6444618,-14014675,-12640229,-15593456,-15003632,-15594227,-15199212,-14872564,-15265523,-13348495,-1248779,-393731,-5055776,-9795427,-10916480,-15461097,-15395562,-13752800,-14674160,-13220783,-2040618,-65537,-3346443,-8741196,-10124136,-15856113,-16711420,-15264749,-13688297,-11775658,-328968,-1970443,-6897197,-9661785,-10389113,-16184821,-16776957,-16777214,-16054008,-10262678,-1446159,-4072986,-5840918,-9856854,-11045244,-16185079,-16777214,-16777214,-16777212,4
1995,'2019/09/24 11:31:20:167',21,-13880515,-9013381,-2102287,-4335384,-6767154,-8873557,-13024182,-13223364,-12496543,-13484731,-13615277,-7428932,-986380,-459522,-7425592,-8545362,-13288382,-13224135,-12104102,-12961477,-13744288,-4141086,-1,-459009,-7096113,-8808791,-13880520,-13552843,-13420483,-15330800,-13940896,-4601380,-11249566,-12698558,-14275020,-14212572,-15001575,-14540511,-15462127,-16185079,-14467241,-13547943,-15332340,-13692404,-15857914,-15660535,-16120057,-16054265,-16119801,-15987958,-13743255,-6247239,-13883089,-12705508,-15593455,-15003376,-15594227,-15133420,-14938100,-15331058,-13348238,-1183243,-262658,-4989726,-9860706,-10850689,-15461097,-15395562,-13752799,-14674160,-13220783,-2040618,-65537,-3346443,-8872011,-10189672,-15856113,-16711420,-15264749,-13623017,-11841193,-328712,-2035979,-6962733,-9727321,-10454648,-16119285,-16777212,-16777214,-16119799,-10393494,-1446159,-4072986,-5906454,-9922389,-11110781,-16185079,-16777213,-16777214,-16777212,4
1996,'2019/09/24 11:31:20:201',21,-13880259,-9079172,-2102287,-4335128,-6701618,-8939093,-12958646,-13157829,-12627615,-13484475,-13615278,-7363396,-986380,-459522,-7425593,-8545618,-13353917,-13224135,-12104102,-13026757,-13613473,-4141086,-1,-459010,-7161649,-8808535,-13880520,-13552844,-13289410,-15330800,-13810080,-4535843,-11315359,-12764610,-14275278,-14278366,-15001575,-14540767,-15396335,-16185079,-14401962,-13481893,-15332341,-13626869,-15857914,-15660535,-16120057,-16054265,-16119801,-15987958,-13743254,-5984068,-13817038,-12639972,-15527662,-14937840,-15594227,-15067883,-14872564,-15331058,-13348495,-1248779,-196866,-4923676,-9729378,-10915967,-15395305,-15461098,-13687263,-14674160,-13220782,-2040361,-65537,-3346443,-8872011,-10189416,-15856113,-16711163,-15330285,-13622761,-11710378,-328968,-2035979,-6831661,-9661786,-10389112,-16119285,-16776956,-16777214,-16119801,-10262423,-1446159,-4138266,-5840663,-9856854,-11045244,-16185079,-16777213,-16777213,-16777212,4
1997,'2019/09/24 11:31:20:234',21,-13880259,-9079172,-2102287,-4335128,-6701618,-8939093,-12958646,-13157829,-12627615,-13484475,-13615278,-7363396,-986380,-459522,-7425593,-8545618,-13353917,-13224135,-12104102,-13026757,-13613473,-4141086,-1,-459010,-7161649,-8808535,-13880520,-13552844,-13289410,-15330800,-13810080,-4535843,-11315359,-12764610,-14275278,-14278366,-15001575,-14540767,-15396335,-16185079,-14401962,-13481893,-15332341,-13626869,-15857914,-15660535,-16120057,-16054265,-16119801,-15987958,-13743254,-5984068,-13817038,-12639972,-15527662,-14937840,-15594227,-15067883,-14872564,-15331058,-13348495,-1248779,-196866,-4923676,-9729378,-10915967,-15395305,-15461098,-13687263,-14674160,-13220782,-2040361,-65537,-3346443,-8872011,-10189416,-15856113,-16711163,-15330285,-13622761,-11710378,-328968,-2035979,-6831661,-9661786,-10389112,-16119285,-16776956,-16777214,-16119801,-10262423,-1446159,-4138266,-5840663,-9856854,-11045244,-16185079,-16777213,-16777213,-16777212,4
1998,'2019/09/24 11:31:20:266',21,-13946052,-9079174,-2036495,-4400664,-6701362,-8873557,-12958645,-13157829,-12562080,-13484474,-13680815,-7429189,-986380,-459522,-7360057,-8611153,-13288381,-13224135,-12169638,-12961476,-13679008,-4206879,-1,-459010,-7095856,-8677464,-13880520,-13618379,-13354946,-15330799,-13941152,-4469795,-11315616,-12896196,-14341327,-14344415,-15067368,-14606303,-15396335,-16185079,-14467242,-13284513,-15397877,-13495797,-15857914,-15660535,-16120057,-16054265,-16119801,-15987958,-13874070,-5589309,-13619145,-12574178,-15461612,-14872303,-15594227,-15002090,-14807027,-15331058,-13414031,-1314572,-131330,-4660505,-9729120,-10915710,-15395304,-15461098,-13752798,-14739696,-13220784,-2106411,-65537,-3280651,-8806475,-10124136,-15855856,-16711420,-15396078,-13622505,-11776171,-328969,-1970443,-6896941,-9596249,-10323320,-16119285,-16776956,-16777214,-16185593,-10394008,-1446159,-4138522,-5906198,-9922135,-11044989,-16185079,-16777214,-16777213,-16777213,4
1999,'2019/09/24 11:31:20:302',21,-13946051,-9079174,-2102031,-4335128,-6767154,-8939093,-12958645,-13223620,-12562079,-13550010,-13549743,-7428933,-986380,-459522,-7360057,-8480082,-13353917,-13224134,-12169638,-12895941,-13679008,-4206879,-1,-459010,-7161393,-8743255,-13880264,-13552844,-13354946,-15330799,-13875617,-4404258,-11381151,-12962245,-14341584,-14410208,-15067369,-14606304,-15396335,-16185079,-14467242,-13218720,-15463413,-13495797,-15923450,-15660535,-16120058,-16054264,-16120057,-15987958,-13808534,-5391931,-13487303,-12573922,-15395819,-14872047,-15594227,-15001833,-14807027,-15331058,-13413774,-1314316,-131329,-4659991,-9663328,-10915453,-15395305,-15461098,-13687262,-14674160,-13220783,-2106153,-65537,-3280651,-8741195,-10124136,-15855856,-16711419,-15396078,-13688296,-11841195,-328969,-2035979,-6831661,-9661529,-10389112,-16119285,-16776957,-16777214,-16251385,-10393752,-1446159,-4072986,-5775126,-9856854,-11110781,-16185079,-16777213,-16777213,-16777212,4
2000,'2019/09/24 11:31:20:336',21,-13880515,-9013382,-2102287,-4335128,-6767154,-8939093,-13024182,-13223364,-12496544,-13484474,-13615278,-7363397,-986381,-459522,-7360057,-8611153,-13353917,-13224135,-12104102,-12961477,-13613473,-4206622,-1,-458753,-7161393,-8743256,-13880520,-13552844,-13289410,-15330799,-13810079,-4338465,-11446944,-13028038,-14407377,-14410465,-15067625,-14606304,-15396335,-16185079,-14401705,-13152927,-15463413,-13430004,-15923450,-15594999,-16120057,-16054264,-16120057,-15987958,-13742998,-5194808,-13355460,-12508386,-15330027,-14872047,-15594227,-14936041,-14806771,-15265522,-13348238,-1248779,-131073,-4594197,-9663327,-10915194,-15395561,-15461098,-13752541,-14674160,-13220783,-2040617,-65537,-3346443,-8806730,-10124136,-15856113,-16711164,-15396077,-13557223,-11775658,-328712,-1970443,-6831916,-9661530,-10454649,-16119286,-16777212,-16777214,-16251384,-10327960,-1446159,-4072986,-5840918,-9922390,-11045500,-16185079,-16777213,-16777214,-16777212,4
