@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
1619,'2019/09/24 11:27:06:735',17,-10985374,-6118753,-1051144,-2495757,-3744025,-5913906,-10064530,-9933975,-9076344,-10195858,-10523015,-4930352,-394501,-196866,-4533279,-5651501,-10394265,-9934746,-8551802,-9671575,-10455159,-2891796,-1,-1,-4072213,-5652020,-11117991,-10263455,-9406854,-11582410,-10717045,-2497296,-3881012,-4144701,-7627865,-8288370,-10920354,-10328989,-12305353,-14278630,-11506048,-12365212,-12769757,-11850464,-14345962,-12116203,-12902887,-12178911,-12969457,-14607337,-10978676,-10921119,-12442854,-11063267,-13493745,-12969712,-13758194,-13560562,-13757685,-13494002,-10453105,-3420977,-7172980,-7505552,-11382701,-10007483,-13096152,-12700111,-11061728,-12242144,-10063244,-1053463,-1,-984837,-5913389,-7033415,-14408668,-16316664,-13554907,-10926549,-8421250,-65795,-1050630,-4072989,-6637114,-7232342,-14869476,-16447993,-16250872,-12502999,-7170928,-788745,-2562579,-2363660,-6701366,-7757660,-15066600,-16513786,-16447994,-16513529,4
1620,'2019/09/24 11:27:06:769',17,-10919837,-6118495,-1051144,-2495757,-3744025,-5913905,-10130067,-9933976,-9141622,-10261394,-10457479,-4930351,-460037,-196866,-4533279,-5585710,-10394266,-9934745,-8682873,-9606040,-10454904,-2891796,-1,-1,-4137494,-5717555,-11052454,-10263454,-9406855,-11648201,-10651509,-2497297,-3947062,-4144702,-7628123,-8353906,-10920354,-10328989,-12370890,-14344166,-11440770,-12693408,-12638430,-11850721,-14345962,-12181483,-12968423,-12375519,-13100526,-14607336,-10978679,-11184293,-12245991,-11063781,-13296880,-12969712,-13823475,-13560561,-13692147,-13428465,-10453104,-3552307,-7107444,-7440016,-11448238,-9941946,-13161688,-12699854,-11061728,-12307680,-10128779,-1053464,-1,-985093,-5978924,-7033416,-14474461,-16316664,-13489370,-10926292,-8420995,-65795,-1050630,-4007453,-6702906,-7232341,-14869477,-16447993,-16250871,-12437207,-7039856,-788745,-2562579,-2429196,-6635831,-7757660,-15000808,-16513786,-16447993,-16513529,4
1621,'2019/09/24 11:27:06:800',17,-10919581,-6118751,-1051144,-2495757,-3744025,-5979441,-10064530,-9868696,-9141624,-10261137,-10523015,-4930351,-460037,-196866,-4598815,-5520429,-10394266,-9934745,-8617337,-9671576,-10520438,-2891797,-1,-1,-4071958,-5652019,-11117990,-10263454,-9341575,-11582922,-10651763,-2562833,-4012854,-4144958,-7693916,-8353651,-10920353,-10394525,-12436682,-14344166,-11440513,-12694435,-12572638,-11916257,-14345962,-12050668,-12902887,-12244703,-13100272,-14541800,-10978935,-11447978,-12180198,-11260390,-13296880,-13035246,-13889266,-13560561,-13757428,-13363185,-10322290,-3618356,-7042164,-7571345,-11447982,-9941688,-13161433,-12699854,-11127009,-12307681,-10063499,-1053465,-1,-984837,-5978668,-7098695,-14474204,-16316664,-13489114,-11057366,-8421251,-65795,-1050630,-3941917,-6637114,-7232341,-14869476,-16447993,-16250872,-12437206,-7105392,-788745,-2562579,-2363660,-6701366,-7626587,-15000808,-16513786,-16447993,-16579065,4
1622,'2019/09/24 11:27:06:835',17,-10920093,-6118754,-1051144,-2430221,-3744025,-5979442,-10064529,-9934232,-9076344,-10195601,-10523016,-4995887,-460037,-196866,-4533279,-5585966,-10328729,-9934746,-8617337,-9606295,-10455159,-2957333,-1,-1,-4006421,-5717555,-11052453,-10329247,-9472648,-11648460,-10782581,-2628626,-4078648,-4144958,-7694172,-8353907,-10854817,-10394525,-12436683,-14344167,-11440770,-12826278,-12507102,-11982048,-14345962,-12116204,-13033703,-12309986,-13034992,-14607336,-11044470,-11776686,-12048870,-11326181,-13231088,-13100784,-13889266,-13560561,-13757428,-13559536,-10453360,-3749943,-7107444,-7636880,-11382701,-9941432,-13161687,-12700110,-10996193,-12307679,-10063243,-1119000,-1,-919301,-6044205,-7033159,-14408411,-16382200,-13488858,-10991831,-8421251,-65795,-985094,-3941916,-6637114,-7232340,-14869220,-16447993,-16250872,-12305878,-7040113,-788745,-2497043,-2363660,-6701109,-7691867,-15066344,-16579322,-16447993,-16513529,4
1623,'2019/09/24 11:27:06:869',17,-10854559,-6184289,-1050888,-2496012,-3809560,-5913905,-9998737,-9934232,-9141881,-10195602,-10523271,-5061424,-460037,-196866,-4467743,-5585710,-10394008,-9934746,-8617337,-9737111,-10520696,-2957589,-1,-1,-4071958,-5652018,-11052198,-10329247,-9472649,-11713995,-10782836,-2694418,-4144440,-4210750,-7628637,-8353651,-10854561,-10394781,-12436939,-14344166,-11375491,-13088937,-12441566,-12047586,-14280426,-12181483,-13033959,-12310240,-13166064,-14607591,-10913657,-11974324,-11983078,-11457509,-13231089,-13100784,-13954802,-13626097,-13757428,-13494000,-10387827,-3815735,-6976373,-7636880,-11317167,-9941432,-13096151,-12700111,-10996448,-12373216,-10128780,-1184793,-1,-919301,-5978669,-7033159,-14408411,-16316664,-13423321,-10926550,-8487043,-65795,-1050630,-3941916,-6702650,-7232085,-14869220,-16447993,-16250872,-12305621,-7171186,-723208,-2562579,-2363660,-6701366,-7691867,-15066343,-16513786,-16447994,-16579065,4
1624,'2019/09/24 11:27:06:902',17,-10920095,-6184288,-1050888,-2495756,-3744024,-5979441,-9998993,-9933976,-9076345,-10195856,-10588806,-4995887,-460037,-196866,-4533023,-5585966,-10394009,-9934746,-8617338,-9737112,-10455415,-2957334,-1,-1,-4071957,-5652019,-11052453,-10329247,-9407370,-11714252,-10717301,-2760211,-4275769,-4210751,-7694174,-8353649,-10854560,-10394781,-12502477,-14409957,-11441027,-13286317,-12375773,-12178657,-14214890,-12181483,-13033703,-12375775,-13231344,-14607336,-11110264,-12238011,-11786471,-11588838,-13099760,-13101040,-14020338,-13691633,-13757429,-13493744,-10518898,-3947322,-7042165,-7768208,-11382703,-9875897,-13161432,-12765390,-11061730,-12438753,-10063499,-1184794,-1,-919301,-5978668,-7033159,-14408412,-16382200,-13357528,-11057622,-8487299,-65795,-1050630,-4007452,-6637370,-7166805,-14803684,-16447993,-16250871,-12240084,-7171440,-723209,-2628115,-2363660,-6766647,-7691868,-15000807,-16513786,-16447993,-16579065,4
1625,'2019/09/24 11:27:06:935',17,-10920093,-6118752,-1051144,-2495757,-3744024,-5914162,-10130066,-9868696,-9076344,-10195601,-10523014,-4995887,-394501,-196866,-4533278,-5651246,-10459801,-9934745,-8617338,-9671833,-10455160,-2957333,-1,-1,-4137493,-5652019,-11117990,-10329246,-9538698,-11714253,-10782835,-2760211,-4275771,-4210494,-7628893,-8288113,-10854561,-10460317,-12502735,-14409958,-11375490,-13418161,-12179166,-12244449,-14214891,-12050668,-13099238,-12310240,-13165809,-14607335,-11044729,-12566978,-11589606,-11785703,-12968688,-13101040,-14085874,-13626097,-13691892,-13428209,-10453362,-4078908,-7042422,-7834256,-11317423,-9875896,-13161688,-12699855,-11061730,-12373216,-10129035,-1119001,-1,-984837,-5978668,-7033160,-14474204,-16316664,-13226200,-11057878,-8487043,-65795,-1050630,-4007452,-6637114,-7232085,-14869476,-16382457,-16250871,-12108757,-7170929,-723209,-2562579,-2363660,-6701366,-7692123,-15066599,-16513786,-16447994,-16579065,4
1626,'2019/09/24 11:27:06:966',17,-10854302,-6118751,-1051144,-2430477,-3678488,-5913905,-10064530,-9868440,-9010807,-10261138,-10457479,-4995887,-460037,-196866,-4598815,-5585710,-10394266,-9934745,-8617337,-9671833,-10455159,-2891796,-1,-1,-4071957,-5652019,-11117989,-10328991,-9473163,-11845324,-10717047,-2760212,-4276027,-4276030,-7694431,-8287857,-10854816,-10460318,-12634062,-14344421,-11375490,-13484469,-12113374,-12310241,-14149355,-12116204,-13033702,-12244961,-13165807,-14607335,-10979449,-12764616,-11392486,-11851752,-12903150,-13166577,-13955058,-13691633,-13692147,-13428465,-10453363,-4144958,-7042168,-7899793,-11317423,-9875640,-13227223,-12699854,-10996194,-12438752,-10129035,-1053464,-1,-984837,-5978924,-7033416,-14474204,-16316663,-13160406,-10992341,-8355714,-65795,-1050629,-4007453,-6702650,-7166806,-14869477,-16447993,-16250615,-12042965,-7039856,-788745,-2562578,-2429196,-6701110,-7757660,-15001063,-16513786,-16513529,-16579064,4
1627,'2019/09/24 11:27:06:999',17,-10854046,-6118496,-1051144,-2430221,-3744025,-5913906,-10130065,-9933976,-9076088,-10195857,-10523014,-4930095,-460038,-196866,-4533280,-5651245,-10459800,-9869209,-8617337,-9671833,-10455159,-2891797,-1,-1,-4071957,-5652019,-11117989,-10328991,-9604490,-11845325,-10782580,-2826003,-4341820,-4276286,-7629152,-8287856,-10854817,-10460318,-12634062,-14409958,-11506308,-13616055,-11982047,-12375777,-14149355,-12050668,-13033957,-12310498,-13034992,-14607336,-11044985,-12896461,-11326694,-11983080,-12837358,-13232112,-14020339,-13626097,-13626356,-13362928,-10388082,-4276544,-6976887,-7965585,-11251631,-9810104,-13226967,-12699854,-10996195,-12438752,-10128780,-1053465,-1,-984837,-5978925,-7033415,-14408668,-16316664,-13160407,-10992343,-8421250,-65795,-1050630,-4072988,-6637114,-7166805,-14935012,-16447993,-16250615,-12042963,-7105136,-788745,-2627859,-2429196,-6766646,-7692124,-15066343,-16513786,-16447993,-16579065,4
1628,'2019/09/24 11:27:07:032',17,-10854046,-6118496,-1051144,-2430221,-3744025,-5913906,-10130065,-9933976,-9076088,-10195857,-10523014,-4930095,-460038,-196866,-4533280,-5651245,-10459800,-9869209,-8617337,-9671833,-10455159,-2891797,-1,-1,-4071957,-5652019,-11117989,-10328991,-9604490,-11845325,-10782580,-2826003,-4341820,-4276286,-7629152,-8287856,-10854817,-10460318,-12634062,-14409958,-11506308,-13616055,-11982047,-12375777,-14149355,-12050668,-13033957,-12310498,-13034992,-14607336,-11044985,-12896461,-11326694,-11983080,-12837358,-13232112,-14020339,-13626097,-13626356,-13362928,-10388082,-4276544,-6976887,-7965585,-11251631,-9810104,-13226967,-12699854,-10996195,-12438752,-10128780,-1053465,-1,-984837,-5978925,-7033415,-14408668,-16316664,-13160407,-10992343,-8421250,-65795,-1050630,-4072988,-6637114,-7166805,-14935012,-16447993,-16250615,-12042963,-7105136,-788745,-2627859,-2429196,-6766646,-7692124,-15066343,-16513786,-16447993,-16579065,4
1629,'2019/09/24 11:27:07:065',17,-10985374,-6184290,-1051144,-2561293,-3744025,-5913905,-9998994,-9934233,-9141880,-10195601,-10523271,-4996144,-460037,-196866,-4533023,-5585966,-10394265,-9934746,-8683129,-9606298,-10520695,-2957589,-1,-1,-4137493,-5652019,-11117734,-10329247,-9538956,-11845583,-10782838,-2957334,-4473406,-4407616,-7760481,-8287857,-10854560,-10460318,-12699599,-14409958,-11441027,-13682620,-11850975,-12507106,-14083820,-12116204,-13165031,-12310755,-13165808,-14541799,-11110521,-13028306,-11130085,-12114408,-12771823,-13232111,-14020338,-13560561,-13626100,-13362673,-10584691,-4473152,-6845301,-7899535,-11185836,-9875123,-13161430,-12699598,-10930657,-12438752,-10129036,-1119257,-1,-919301,-5978924,-7033415,-14408411,-16316664,-13029078,-11057879,-8552579,-65795,-1050630,-3941916,-6637114,-7166806,-14869220,-16447993,-16185079,-12042965,-7236721,-723208,-2628114,-2363660,-6766645,-7626331,-15000807,-16513786,-16447993,-16579065,4
1630,'2019/09/24 11:27:07:102',17,-10920095,-6184289,-1051144,-2495757,-3744025,-6044976,-10129810,-9934232,-9076343,-10130066,-10588551,-5061423,-460037,-196866,-4533023,-5585710,-10394008,-9934746,-8617593,-9671833,-10455416,-3023126,-1,-1,-4006421,-5652019,-11052453,-10329247,-9604493,-11780047,-10782838,-3023126,-4604992,-4408130,-7695204,-8353649,-10854816,-10460574,-12699856,-14344422,-11441028,-13813950,-11850719,-12572641,-14149355,-12116205,-13034216,-12442083,-13231599,-14607335,-11044986,-13028820,-11129829,-12179944,-12771567,-13232111,-13954802,-13691633,-13626356,-13362671,-10519157,-4407872,-6713971,-7899278,-11120044,-9809332,-13226710,-12699598,-10930657,-12504288,-10129036,-1185050,-1,-919301,-5978668,-7033160,-14408411,-16382200,-13094614,-11057624,-8487044,-65795,-1050630,-3941661,-6637113,-7166804,-14869220,-16447993,-16185079,-12042963,-7105650,-723209,-2562579,-2363660,-6701110,-7691867,-15000808,-16513786,-16447994,-16579065,4
1631,'2019/09/24 11:27:07:135',17,-10920093,-6118753,-1050887,-2495757,-3744024,-5913906,-10064529,-9934232,-9076088,-10195857,-10457735,-4995888,-460037,-196866,-4533279,-5585966,-10394265,-9934746,-8617337,-9606554,-10520952,-2957333,-1,-1,-4072214,-5652019,-11117990,-10394527,-9539214,-11845839,-10717558,-3023383,-4671041,-4539459,-7892324,-8419186,-10920354,-10460575,-12700113,-14344422,-11441028,-13879746,-11785183,-12507363,-14083820,-12116716,-13165289,-12442085,-13100528,-14541800,-10979451,-13094612,-10998501,-12376553,-12640495,-13166832,-13954803,-13626097,-13560820,-13362671,-10453620,-4342080,-6647922,-7899021,-10988715,-9743539,-13226710,-12699598,-10930402,-12504544,-10129037,-1119257,-1,-919301,-5978668,-6967623,-14408668,-16316664,-13094614,-11057880,-8421508,-65795,-1050630,-4007452,-6637371,-7166549,-14869476,-16382457,-16185079,-12042965,-7105649,-788745,-2628114,-2429196,-6701110,-7692123,-15001064,-16513787,-16447994,-16513529,4
1632,'2019/09/24 11:27:07:169',17,-10919837,-6118752,-1116680,-2495757,-3744024,-6044978,-10064530,-9933975,-9076087,-10195857,-10523014,-4995887,-460038,-196866,-4598814,-5585710,-10459802,-9934746,-8683129,-9606555,-10455159,-2891797,-1,-1,-4071958,-5652275,-11117990,-10328991,-9670542,-11911631,-10717303,-3154711,-4867907,-4605508,-7958117,-8419443,-10920611,-10460574,-12700114,-14344422,-11375493,-13945794,-11654112,-12638436,-14149356,-12181996,-13100009,-12507876,-13166063,-14541799,-11045241,-13094869,-10932710,-12311273,-12640751,-13166832,-14020338,-13626096,-13560564,-13427951,-10519155,-4276543,-6582128,-7767691,-10988458,-9743281,-13226709,-12699598,-10930146,-12569823,-10063500,-1053464,-1,-984837,-5978667,-7033415,-14474204,-16316664,-13028822,-11057624,-8421506,-65795,-985094,-4072988,-6702650,-7232341,-14869476,-16447993,-16185079,-12042963,-7105647,-788745,-2562579,-2429196,-6766647,-7692124,-15066344,-16513787,-16447994,-16579065,4
1633,'2019/09/24 11:27:07:199',17,-10919837,-6118751,-1051144,-2430221,-3744025,-5979441,-10064530,-9868696,-9141878,-10195857,-10523015,-4930352,-460037,-196866,-4533280,-5651245,-10394265,-9934746,-8617336,-9606555,-10455161,-2957077,-1,-1,-4071958,-5717555,-11117990,-10263455,-9670541,-11780560,-10651766,-3220247,-4933957,-4736838,-8023911,-8419700,-10855075,-10460575,-12765651,-14409959,-11441029,-14011588,-11653854,-12572899,-14084076,-12181995,-13165546,-12508134,-13166064,-14607335,-11044987,-13029336,-10867172,-12376809,-12640495,-13297647,-13954802,-13625841,-13495284,-13362671,-10453362,-4276287,-6516079,-7767179,-10856873,-9677232,-13226709,-12634062,-10930400,-12635359,-10063500,-1053465,-1,-984837,-5978924,-7033160,-14474204,-16316664,-13029079,-11057623,-8486787,-65795,-985094,-4072989,-6637113,-7232342,-14869477,-16447993,-16185079,-12108500,-7105392,-788745,-2562579,-2429196,-6701366,-7692124,-15001063,-16513786,-16447993,-16579065,4
1634,'2019/09/24 11:27:07:232',17,-10985373,-6118751,-1051144,-2495757,-3744025,-5913906,-10064530,-9934231,-9141624,-10195601,-10588551,-4930351,-460037,-196866,-4533279,-5585710,-10459801,-9934746,-8617338,-9606299,-10455159,-2891797,-1,-1,-4072213,-5652019,-11117990,-10328991,-9670541,-11780560,-10848372,-3154969,-5065286,-4802630,-7958631,-8551029,-10920610,-10460574,-12700370,-14344423,-11506562,-14011845,-11588574,-12573156,-14084076,-12181998,-13165546,-12573670,-13100529,-14541799,-11110522,-13094871,-10736101,-12442344,-12574959,-13232112,-14020339,-13560306,-13495029,-13297136,-10584433,-4210494,-6384750,-7701385,-10791336,-9677229,-13161173,-12699598,-10930145,-12439008,-10128780,-1053465,-1,-984837,-5978924,-7033159,-14474204,-16316664,-13094615,-10992086,-8421250,-65795,-985094,-4007452,-6637114,-7232341,-14869476,-16447993,-16185079,-12108758,-7039858,-788745,-2562579,-2363660,-6701110,-7757659,-15000807,-16513786,-16447994,-16513529,4
1635,'2019/09/24 11:27:07:266',17,-10985373,-6118753,-1051144,-2495756,-3744025,-5913905,-10064529,-9933977,-9141879,-10195857,-10588551,-4995888,-460037,-196866,-4467488,-5651245,-10459545,-9934746,-8617594,-9606299,-10455416,-2957333,-1,-1,-4071958,-5652019,-11052454,-10394783,-9605006,-11780561,-10782838,-3220504,-5065542,-4802887,-8024424,-8485494,-10920611,-10460575,-12700115,-14409958,-11441028,-14011588,-11653855,-12573155,-14084076,-12116461,-13231081,-12573926,-13100529,-14541800,-11044988,-13029077,-10801635,-12311272,-12640494,-13232112,-13954802,-13691376,-13495028,-13362672,-10518899,-4144701,-6384493,-7701384,-10856614,-9676974,-13161173,-12764876,-10864608,-12504287,-10129036,-1119000,-1,-919301,-5913133,-7033159,-14342875,-16382200,-13160406,-10926551,-8355971,-65795,-1050630,-4007453,-6637114,-7166549,-14869476,-16447993,-16185079,-12174294,-7105393,-723209,-2562579,-2363660,-6766646,-7822939,-15066344,-16513786,-16447994,-16579065,4
1636,'2019/09/24 11:27:07:299',17,-10985374,-6119008,-985608,-2495757,-3678489,-5979442,-10064273,-9934232,-9141881,-10261137,-10523271,-4995888,-460037,-196866,-4467743,-5651501,-10328474,-10000283,-8617337,-9606554,-10520696,-3022869,-1,-1,-4071958,-5652019,-11052453,-10329247,-9670542,-11911375,-10717558,-3220504,-5000006,-4868423,-8024424,-8485750,-10920867,-10460574,-12700369,-14344677,-11441028,-13946052,-11654110,-12572899,-14149613,-12116461,-13231083,-12573928,-13100785,-14541800,-11044986,-13028821,-10998244,-12179944,-12640495,-13297648,-13954802,-13691377,-13495028,-13362672,-10453619,-4210237,-6318957,-7570055,-10856359,-9611438,-13226453,-12699597,-10864608,-12569822,-10129036,-1119257,-1,-919301,-5913132,-7033159,-14408411,-16316664,-13160407,-10926550,-8421506,-65795,-1050630,-3941917,-6637114,-7232084,-14869220,-16447993,-16250615,-12240084,-7105650,-723209,-2628115,-2363661,-6766645,-7691866,-15000808,-16513786,-16447994,-16579065,4
1637,'2019/09/24 11:27:07:337',17,-10920094,-6184544,-1051144,-2495757,-3744024,-5979441,-10064529,-9934232,-9141624,-10195857,-10588552,-4995887,-460037,-196866,-4533279,-5651245,-10394265,-9934746,-8617338,-9606298,-10455161,-3022870,-1,-1,-4071958,-5652019,-11117990,-10329247,-9736077,-11846096,-10782840,-3220504,-5065542,-4868424,-8089961,-8485750,-10986148,-10460319,-12700370,-14344423,-11441029,-13946052,-11785183,-12572900,-14149613,-12116462,-13165803,-12508392,-13166064,-14476264,-11044987,-13028821,-10998243,-12311016,-12640495,-13232111,-13954802,-13560305,-13495028,-13297136,-10584435,-4144701,-6450285,-7570055,-10856357,-9676973,-13226709,-12699598,-10930144,-12438752,-10194572,-1119258,-1,-919301,-5913389,-7033159,-14408411,-16316664,-13160664,-10926553,-8487043,-65795,-985093,-3941916,-6637114,-7166549,-14869475,-16447993,-16250615,-12174552,-7105650,-723209,-2628115,-2363660,-6701111,-7757403,-15001064,-16513786,-16513530,-16579065,4
1638,'2019/09/24 11:27:07:370',17,-10854556,-6184289,-1051144,-2495757,-3744025,-5979441,-10130066,-9934232,-9010808,-10261138,-10588550,-4996144,-460037,-196866,-4533279,-5585710,-10459801,-9934746,-8551801,-9606555,-10455416,-2957333,-1,-1,-4071957,-5652019,-11052453,-10329247,-9670543,-11911631,-10782837,-3220504,-5000006,-4868423,-8089960,-8551287,-10986404,-10525854,-12700113,-14344422,-11441028,-13880259,-11654110,-12572899,-14084077,-12181997,-13165546,-12508391,-13100528,-14541800,-11044986,-12963283,-11064034,-12245481,-12640750,-13232112,-13954802,-13625841,-13429492,-13362673,-10584434,-4210236,-6450285,-7570056,-10856358,-9611437,-13161173,-12699597,-10864608,-12504287,-10194315,-1119000,-1,-919301,-5978668,-7033160,-14408667,-16316664,-13225943,-10926552,-8421507,-65795,-1050630,-4007453,-6702650,-7166804,-14869476,-16447993,-16250615,-12240086,-7105394,-788745,-2628115,-2429196,-6701110,-7757659,-15066344,-16513786,-16447994,-16579065,4
1639,'2019/09/24 11:27:07:399',17,-10919837,-6118753,-1051144,-2495757,-3809561,-5913906,-10064529,-9933976,-9141623,-10261138,-10457478,-4930352,-460037,-196866,-4533279,-5585966,-10394266,-9934490,-8617336,-9672091,-10455160,-2957333,-1,-1,-4071958,-5652019,-11052454,-10263455,-9670542,-11845839,-10848373,-3154711,-5065286,-4868423,-8024425,-8551286,-10986404,-10460574,-12700114,-14409959,-11441027,-13945794,-11785182,-12572643,-14149613,-12181997,-13231082,-12508392,-13231600,-14541544,-10979450,-12963026,-10998500,-12179944,-12706031,-13232112,-14020338,-13691376,-13495027,-13362672,-10584434,-4078908,-6450285,-7570055,-10856357,-9611181,-13226709,-12699596,-10995423,-12439007,-10063500,-1053465,-1,-984837,-5978668,-7033159,-14474204,-16316663,-13160664,-10926550,-8355715,-65795,-985094,-4072989,-6702649,-7166805,-14869476,-16447993,-16185079,-12305622,-7105393,-788745,-2562579,-2429196,-6635574,-7822939,-15066600,-16513786,-16447993,-16579065,4
1640,'2019/09/24 11:27:07:432',17,-10919837,-6118753,-1051144,-2495757,-3809561,-5913906,-10064529,-9933976,-9141623,-10261138,-10457478,-4930352,-460037,-196866,-4533279,-5585966,-10394266,-9934490,-8617336,-9672091,-10455160,-2957333,-1,-1,-4071958,-5652019,-11052454,-10263455,-9670542,-11845839,-10848373,-3154711,-5065286,-4868423,-8024425,-8551286,-10986404,-10460574,-12700114,-14409959,-11441027,-13945794,-11785182,-12572643,-14149613,-12181997,-13231082,-12508392,-13231600,-14541544,-10979450,-12963026,-10998500,-12179944,-12706031,-13232112,-14020338,-13691376,-13495027,-13362672,-10584434,-4078908,-6450285,-7570055,-10856357,-9611181,-13226709,-12699596,-10995423,-12439007,-10063500,-1053465,-1,-984837,-5978668,-7033159,-14474204,-16316663,-13160664,-10926550,-8355715,-65795,-985094,-4072989,-6702649,-7166805,-14869476,-16447993,-16185079,-12305622,-7105393,-788745,-2562579,-2429196,-6635574,-7822939,-15066600,-16513786,-16447993,-16579065,4
1641,'2019/09/24 11:27:07:465',17,-10985373,-6118753,-1051144,-2495757,-3744024,-5979441,-10064529,-9934232,-9076344,-10261137,-10523014,-4995887,-460037,-196866,-4533278,-5651245,-10394266,-9934746,-8617337,-9606298,-10455414,-2957332,-1,-1,-4137493,-5652019,-11052453,-10329247,-9670284,-11845839,-10651765,-3089175,-5065285,-4868424,-7958889,-8486008,-10986403,-10460318,-12634321,-14344422,-11441027,-13879487,-11850718,-12441571,-14215149,-12116460,-13165803,-12508392,-13100529,-14541799,-10979450,-12830927,-11260899,-12048359,-12771567,-13166576,-13954802,-13560304,-13560564,-13362417,-10388083,-4013114,-6450029,-7504263,-10856102,-9545902,-13160917,-12699341,-10930144,-12504287,-10063499,-1119000,-1,-919301,-5978668,-7098694,-14408411,-16316664,-13291736,-10926296,-8486787,-65795,-985094,-4007452,-6637114,-7232084,-14869476,-16447993,-16250615,-12305880,-7105392,-788745,-2562579,-2363660,-6766645,-7691867,-15001063,-16513786,-16447993,-16579065,4
1642,'2019/09/24 11:27:07:499',17,-10985374,-6118753,-1051144,-2495757,-3744024,-5913906,-10064273,-9868695,-9076343,-10195856,-10523015,-4930607,-460037,-196866,-4467743,-5585710,-10394009,-9934746,-8617593,-9606298,-10455160,-2957333,-1,-1,-4071957,-5652019,-11052198,-10394783,-9604748,-11845582,-10717303,-3089175,-5065285,-4868681,-8024425,-8551544,-10920867,-10460318,-12634575,-14409957,-11375493,-13748157,-11851230,-12376035,-14215149,-12181997,-13165802,-12508392,-13100528,-14541800,-11044730,-12699595,-11261155,-11917030,-12837358,-13100784,-14020338,-13625841,-13495284,-13362672,-10518898,-3947065,-6384491,-7372932,-10856101,-9676717,-13160917,-12699340,-10930142,-12373216,-10129035,-1119257,-1,-919301,-5978668,-6967623,-14408411,-16316664,-13291737,-10860758,-8487042,-65795,-1050630,-3941916,-6637114,-7166548,-14869220,-16447993,-16250871,-12240342,-7105649,-788745,-2627858,-2429196,-6701109,-7691867,-15000808,-16513786,-16447993,-16579065,4
